Year,County,Yield,solar_radiation,humidity,wind_speed,wind_speed_max,precip_total,temp_min,temp_mean,temp_max,dewpoint_mean,vpd_max,vpd_min
2012,washburn,125.9,20.113333333333333,67.205,2.41,7.5,21.27,48.666666666666664,61.05,73.5,48.1,17.926666666666666,0.9966666666666666
2012,columbia,109.7,21.02,63.84166666666666,2.8733333333333335,9.86,13.81,51.06666666666666,64.2,77.35000000000001,49.18333333333334,22.786666666666665,1.5933333333333335
2012,dane,110.9,21.02,64.46333333333332,2.9250000000000003,9.99,14.9,52.61666666666667,64.95,77.31666666666666,49.833333333333336,22.093333333333337,2.026666666666667
2012,dodge,140.1,21.108333333333334,65.87833333333334,2.91,10.2,12.71,51.81666666666666,63.38333333333333,74.98333333333333,47.53333333333333,21.498333333333335,2.1166666666666667
2012,green,76.0,21.2,63.846666666666664,2.7916666666666665,9.93,12.68,54.23333333333333,65.89999999999999,77.53333333333333,49.78333333333333,23.08,2.286666666666666
2012,jefferson,114.5,21.108333333333334,64.53833333333333,2.9333333333333336,10.31,16.34,53.45,65.16666666666667,76.89999999999999,49.71666666666667,22.203333333333333,2.3249999999999997
2012,rock,101.7,21.2,63.846666666666664,2.7916666666666665,9.93,14.11,53.28333333333333,65.45,77.60000000000001,49.333333333333336,23.584999999999997,2.4499999999999997
2012,kenosha,127.3,20.151666666666667,65.60833333333333,3.0333333333333337,10.82,13.52,54.916666666666664,64.8,74.64999999999999,50.98333333333333,18.42833333333333,2.6316666666666664
2012,milwaukee,125.0,20.151666666666667,66.375,3.015,10.58,17.37,56.25,64.95,73.63333333333334,51.1,17.40833333333333,3.0033333333333334
2012,ozaukee,132.5,20.12,67.96,3.1050000000000004,10.62,13.0,51.849999999999994,62.2,72.53333333333333,49.81666666666666,16.695,1.6416666666666666
2012,racine,132.2,20.151666666666667,76.15833333333335,4.193333333333334,11.62,14.88,56.56666666666666,64.38333333333334,72.21666666666667,51.916666666666664,15.611666666666666,2.5933333333333333
2012,walworth,102.0,21.084999999999997,65.05499999999999,2.84,10.31,13.83,52.46666666666667,64.45,76.45,49.85,21.288333333333338,1.8983333333333337
2012,washington,93.7,21.108333333333334,67.96,3.1050000000000004,10.62,13.86,50.46666666666667,62.383333333333326,74.31666666666666,48.35,19.825,1.528333333333333
2012,waukesha,96.7,21.108333333333334,66.375,3.015,10.58,15.39,51.68333333333334,63.45,75.21666666666667,48.9,20.221666666666668,1.8333333333333333
2012,crawford,126.8,21.013333333333335,63.07333333333332,2.8833333333333333,9.79,15.36,52.96666666666667,64.60000000000001,76.26666666666667,51.03333333333333,19.868333333333336,1.663333333333333
2012,grant,104.7,21.286666666666665,63.07333333333332,2.8833333333333333,9.79,15.61,53.9,65.43333333333334,77.0,50.98333333333333,20.745,2.0500000000000003
2012,iowa,87.7,21.013333333333335,63.70333333333334,2.838333333333333,9.8,15.61,52.35,64.36666666666666,76.35000000000001,49.8,20.865,1.8916666666666664
2012,lafayette,77.6,21.286666666666665,63.166666666666664,2.7933333333333334,9.78,12.62,51.35,64.51666666666667,77.68333333333334,50.2,22.615,1.5566666666666666
2012,richland,110.0,21.013333333333335,63.85666666666667,2.9066666666666663,9.79,16.17,50.7,63.8,76.86666666666666,49.88333333333333,21.346666666666664,1.2766666666666666
2012,sauk,113.0,21.02,64.265,2.885,9.91,16.84,51.53333333333333,63.86666666666667,76.15,49.76666666666666,20.626666666666665,1.575
2012,vernon,127.4,21.013333333333335,63.85666666666667,2.9066666666666663,9.79,17.47,51.666666666666664,62.95,74.26666666666667,50.35,17.948333333333334,1.346666666666667
2012,buffalo,146.1,20.496666666666663,63.74333333333334,2.926666666666667,9.41,20.28,51.6,64.38333333333334,77.21666666666665,49.71666666666667,22.0,1.3866666666666667
2012,dunn,135.8,20.496666666666663,65.74166666666666,2.8466666666666662,9.39,19.37,50.53333333333334,62.55,74.55,48.96666666666667,18.94333333333333,1.1766666666666667
2012,eau claire,116.0,20.496666666666663,63.89833333333333,2.891666666666667,9.43,17.63,49.48333333333333,62.083333333333336,74.64999999999999,49.11666666666667,19.053333333333335,0.9083333333333332
2012,jackson,116.1,20.721666666666664,63.571666666666665,2.908333333333333,9.51,19.380000000000003,45.916666666666664,61.416666666666664,76.91666666666667,48.666666666666664,21.995,0.21
2012,la crosse,137.1,20.936666666666664,63.255,2.981666666666667,9.96,15.3,53.18333333333334,64.98333333333333,76.76666666666667,50.8,20.535,1.6316666666666666
2012,monroe,122.6,21.013333333333335,62.88166666666667,2.9166666666666665,9.82,17.02,49.3,62.38333333333333,75.46666666666667,48.833333333333336,20.233333333333334,1.055
2012,pepin,144.9,20.496666666666663,63.74333333333334,2.926666666666667,9.41,15.92,50.81666666666666,63.35,75.89999999999999,49.55,20.228333333333335,1.1516666666666666
2012,pierce,167.1,20.481666666666666,64.31666666666665,2.973333333333333,10.03,24.48,51.18333333333333,63.11666666666667,75.06666666666666,50.45,18.313333333333333,1.1383333333333334
