County,Year,precip_total,temp_min,temp_mean,temp_max,dewpoint_mean,vpd_max,vpd_min
Iron,2001,22.21,46.96666666666667,57.73333333333333,68.48333333333333,47.300000000000004,13.496666666666664,1.0816666666666668
Iron,2002,27.060000000000002,46.43333333333334,56.81666666666666,67.18333333333332,47.78333333333333,12.280000000000001,0.7466666666666667
Iron,2003,20.92,45.03333333333333,56.300000000000004,67.55,45.25,13.714999999999998,0.8433333333333334
Iron,2004,21.619999999999997,44.199999999999996,54.78333333333333,65.36666666666666,45.199999999999996,11.496666666666668,0.645
Iron,2005,19.14,48.166666666666664,59.0,69.85000000000001,48.166666666666664,14.308333333333332,1.0183333333333333
Iron,2006,18.6,47.26666666666667,58.333333333333336,69.35000000000001,46.81666666666666,14.795,1.28
Iron,2007,15.87,47.28333333333333,58.583333333333336,69.81666666666666,46.5,15.493333333333334,1.375
Iron,2008,20.57,44.78333333333333,55.76666666666667,66.76666666666667,45.63333333333333,12.971666666666666,0.7916666666666666
Iron,2009,13.67,44.25,55.23333333333333,66.2,44.43333333333334,12.703333333333333,0.815
Iron,2010,30.58,47.46666666666667,58.38333333333333,69.26666666666667,48.550000000000004,13.193333333333333,0.7866666666666666
Iron,2011,19.66,46.583333333333336,56.93333333333334,67.28333333333333,47.46666666666667,12.424999999999999,0.735
Iron,2012,21.75,46.333333333333336,58.083333333333336,69.83333333333333,46.65,14.851666666666667,0.8166666666666665
Iron,2013,29.68,44.449999999999996,54.98333333333334,65.58333333333333,46.300000000000004,11.691666666666668,0.7383333333333333
Iron,2014,29.05,45.03333333333333,55.1,65.18333333333334,46.35,11.001666666666667,0.7566666666666667
Iron,2015,22.21,46.65,57.349999999999994,68.05,48.28333333333333,12.241666666666667,0.5283333333333333
Iron,2016,32.66,47.35,57.46666666666667,67.58333333333333,48.833333333333336,12.005,0.515
Iron,2017,25.45,45.85,56.11666666666667,66.45,48.15,11.253333333333332,0.37999999999999995
Iron,2018,30.87,46.36666666666667,56.96666666666667,67.60000000000001,47.68333333333334,12.280000000000001,0.7316666666666668
Iron,2019,26.29,45.76666666666667,55.81666666666666,65.86666666666666,47.1,11.463333333333333,0.585
Iron,2020,24.28,45.78333333333333,56.25,66.7,46.78333333333333,12.100000000000001,0.6966666666666667
Iron,2021,17.45,46.15,57.699999999999996,69.23333333333333,48.050000000000004,13.893333333333333,0.5399999999999999
Iron,2022,21.51,45.75,56.26666666666667,66.78333333333333,47.4,12.183333333333332,0.6116666666666667
Iron,2023,21.89,46.26666666666667,56.949999999999996,67.60000000000001,47.96666666666667,12.63,0.6333333333333333
Iron,2024,20.86,46.78333333333333,57.76666666666667,68.76666666666667,49.4,12.218333333333334,0.4283333333333333
Jackson,1984,24.32,47.71666666666667,60.73333333333333,73.78333333333333,48.31666666666666,17.05333333333333,0.75
Jackson,1985,19.6,47.666666666666664,61.01666666666667,74.35000000000001,49.03333333333333,17.781666666666666,0.7266666666666667
